JobseekerID,VacancyID,Rating
14758,36324,1
14758,49283,3
14758,25187,1
14758,43270,2
14758,39279,1
14758,33180,5
14758,29469,4
16696,40807,5
16696,35976,4
12059,44760,1
12059,42118,1
12059,39236,3
24085,34155,4
20775,29737,5
20775,25899,5
20775,33246,5
20775,43590,1
20775,45107,2
20775,29231,4
20775,43627,1
20775,32890,5
20775,49171,5
20775,34033,5
20775,32627,5
20775,25306,5
24989,44603,5
24989,25460,1
24989,26355,4
24989,49498,5
24249,31443,4
17689,27099,4
17689,30264,3
17689,31199,5
17689,41481,4
17689,39605,1
17689,38608,3
11689,25858,4
12207,48655,4
12207,31791,3
13087,40807,4
13087,35976,4
19995,47200,3
19995,40080,4
13838,34778,3
13838,40293,2
13838,46395,2
14046,42823,3
14046,36548,1
14046,31262,2
14046,30512,4
14046,38451,4
14046,41627,5
14046,36313,2
14046,36910,4
14046,34519,2
14046,26315,4
14046,36722,5
14046,28432,3
24472,30356,4
24913,48836,4
10906,36897,5
10906,25648,5
10906,44692,4
10906,31816,5
22693,48190,2
22501,48978,3
16658,30356,4
15508,46618,3
15508,36966,4
13878,34808,3
13878,36153,4
13878,38808,3
13878,33811,2
13878,25023,2
13878,46131,4
13878,38183,5
13878,31567,1
13878,35983,4
13878,45516,2
13878,34743,1
13878,28764,4
13312,35492,4
16092,42823,4
16092,36548,4
16092,31262,5
16092,30512,5
16092,38451,4
16092,41627,1
16092,36313,4
16092,36910,1
16092,34519,4
16092,26315,4
16092,36722,4
16092,28432,4
24373,35527,4
24373,41279,5
22966,29737,5
22966,25899,4
22966,33246,5
22966,43590,4
22966,45107,1
22966,29231,5
22966,43627,4
22966,32890,5
22966,49171,5
22966,34033,5
22966,32627,5
22966,25306,5
13190,49455,1
13190,32112,4
24365,40424,4
24365,25862,1
24365,34161,1
24365,28701,4
24365,26058,4
24365,45813,3
24365,48161,3
24365,34938,5
24365,49156,1
24365,45978,3
24365,46558,2
24365,27359,3
21692,36151,4
21692,28211,1
21692,39096,4
16036,46107,2
16036,30660,4
20035,49455,2
20035,32112,4
17738,30074,4
17738,47456,2
15140,43396,5
24857,38211,1
23453,36419,1
23453,43723,3
23453,47535,5
19589,25769,1
20986,40807,4
20986,35976,5
18875,49442,4
18875,34552,4
18875,46906,5
18875,31449,5
18875,27439,5
18875,49003,3
18875,32371,4
18875,40190,5
18875,34616,4
18875,26275,5
18875,33711,5
18875,32548,5
10329,28802,5
19344,42823,5
19344,36548,4
19344,31262,5
19344,30512,4
19344,38451,5
19344,41627,3
19344,36313,5
19344,36910,2
19344,34519,4
19344,26315,5
19344,36722,4
19344,28432,5
16487,42115,2
16487,47877,2
16487,49070,5
23280,34808,3
23280,36153,4
23280,38808,4
23280,33811,1
23280,25023,3
23280,46131,3
23280,38183,5
23280,31567,2
23280,35983,4
23280,45516,4
23280,34743,2
23280,28764,4
12562,31129,1
12562,37609,4
12562,36089,3
12562,48142,4
12562,47746,5
12562,36968,4
12562,43691,5
12562,28386,3
12562,37058,5
12562,33738,4
12562,34472,2
12562,48810,1
18253,27296,4
18253,29431,5
18253,31810,5
13045,36151,2
13045,28211,4
13045,39096,1
21964,39762,4
21964,47650,3
21964,30243,2
21964,42107,5
21964,47527,5
21964,30257,2
21964,26134,2
21964,46101,5
21964,45940,4
21964,49399,1
21964,49352,3
21964,42482,1
21533,44088,2
21533,48362,5
21533,25506,4
21533,33348,4
19738,25769,4
16608,44465,5
16608,27711,5
16608,30353,4
16608,39955,5
16608,34232,1
16608,27340,4
16608,27132,4
16608,37875,5
16608,35408,5
10001,34808,3
10001,36153,5
10001,38808,4
10001,33811,5
10001,25023,2
10001,46131,5
10001,38183,4
10001,31567,5
10001,35983,2
10001,45516,2
10001,34743,3
10001,28764,3
18029,44088,1
18029,48362,3
18029,25506,3
18029,33348,3
19177,44760,4
19177,42118,2
19177,39236,4
18008,49455,4
18008,32112,2
22515,39069,3
22515,31366,4
22515,32311,4
22515,32127,1
22515,37710,1
22515,42119,5
22515,45452,3
22515,40802,4
22515,40283,1
22515,42948,2
22515,27350,4
22515,38792,3
15328,28802,2
20369,38211,5
17711,44760,2
17711,42118,2
17711,39236,1
18261,48655,5
18261,31791,4
20676,33781,1
20676,36232,4
20676,41360,1
24083,35527,4
24083,41279,1
19044,34808,1
19044,36153,3
19044,38808,4
19044,33811,4
19044,25023,1
19044,46131,1
19044,38183,5
19044,31567,1
19044,35983,4
19044,45516,2
19044,34743,3
19044,28764,3
12396,48564,1
12396,48966,2
12396,47324,4
12396,29568,3
12396,49591,5
12396,49212,5
12396,30108,1
12396,31229,2
12396,44946,4
12396,31106,4
12396,43011,4
12396,25656,3
22751,48978,5
21494,38211,3
22890,34503,2
22890,47893,3
17800,48564,1
17800,48966,4
17800,47324,5
17800,29568,2
17800,49591,4
17800,49212,4
17800,30108,2
17800,31229,3
17800,44946,4
17800,31106,1
17800,43011,5
17800,25656,4
17619,49442,4
17619,34552,4
17619,46906,3
17619,31449,3
17619,27439,1
17619,49003,4
17619,32371,3
17619,40190,4
17619,34616,3
17619,26275,4
17619,33711,4
17619,32548,1
23958,48564,2
23958,48966,4
23958,47324,5
23958,29568,2
23958,49591,4
23958,49212,5
23958,30108,1
23958,31229,3
23958,44946,4
23958,31106,3
23958,43011,5
23958,25656,3
16961,48799,1
16961,48114,3
16961,44970,5
16961,47916,1
16961,40631,5
16961,45510,2
16961,49445,2
16961,27024,3
16961,38553,4
16961,46596,4
16961,44858,4
16961,34476,3
14055,39762,4
14055,47650,3
14055,30243,2
14055,42107,5
14055,47527,5
14055,30257,3
14055,26134,1
14055,46101,5
14055,45940,2
14055,49399,4
14055,49352,3
14055,42482,4
10776,36419,4
10776,43723,2
10776,47535,1
19633,35492,5
17681,48978,1
17465,35492,3
13596,25769,4
19519,44760,4
19519,42118,1
19519,39236,4
20505,30074,5
20505,47456,4
23319,44088,5
23319,48362,3
23319,25506,4
23319,33348,4
18445,35527,4
18445,41279,4
21874,25769,3
14051,27600,4
14051,28947,4
14051,25342,3
24215,43750,5
24215,36317,2
24215,40796,4
24215,46179,4
24215,45907,4
24215,32231,4
24215,29312,4
24215,31318,5
17165,48655,5
17165,31791,5
23853,48564,1
23853,48966,2
23853,47324,2
23853,29568,5
23853,49591,4
23853,49212,1
23853,30108,3
23853,31229,5
23853,44946,1
23853,31106,2
23853,43011,4
23853,25656,3
16304,39354,1
16748,35664,2
16748,34545,2
16748,26940,5
16748,41672,5
16748,35910,4
16748,47387,5
16748,37091,2
16748,29681,2
16748,31508,5
16748,27333,5
16748,28925,3
16748,41688,4
10446,46618,2
10446,36966,4
19326,31129,3
19326,37609,5
19326,36089,3
19326,48142,3
19326,47746,4
19326,36968,4
19326,43691,5
19326,28386,2
19326,37058,5
19326,33738,3
19326,34472,3
19326,48810,3
18184,41388,2
18184,32429,5
20769,30787,3
20769,46137,2
20769,46061,4
20769,32940,1
20769,36843,3
20769,36324,4
20769,49283,1
20769,25187,3
20769,43270,3
20769,39279,3
20769,33180,5
20769,29469,4
19328,34778,5
19328,40293,2
19328,46395,1
18168,25769,1
18245,36897,4
18245,25648,5
18245,44692,2
18245,31816,4
23277,34808,1
23277,36153,3
23277,38808,2
23277,33811,3
23277,25023,2
23277,46131,4
23277,38183,4
23277,31567,3
23277,35983,4
23277,45516,3
23277,34743,3
23277,28764,2
15339,41662,1
15339,48744,4
15488,27099,4
15488,30264,2
15488,31199,3
15488,41481,3
15488,39605,3
15488,38608,2
10182,30356,5
22959,36897,4
22959,25648,2
22959,44692,5
22959,31816,1
22354,46107,3
22354,30660,4
10905,43396,4
21241,28802,1
20528,28143,5
14789,29737,5
14789,25899,2
14789,33246,3
14789,43590,4
14789,45107,5
14789,29231,4
14789,43627,5
14789,32890,5
14789,49171,4
14789,34033,1
14789,32627,1
14789,25306,5
14545,25769,5
15960,31482,4
15960,39906,2
15960,30974,4
15960,27612,4
15960,43219,5
15960,48805,5
15960,27201,4
15960,26410,5
15960,25981,2
15960,38575,1
15960,41829,4
15960,35884,2
20842,47200,5
20842,40080,4
10759,36071,1
10759,44707,2
10759,26389,5
10759,40044,4
10759,48452,4
10759,28624,3
10759,27035,1
10759,26618,2
10759,48434,1
10759,46816,1
10759,30359,4
10759,27805,4
17269,39354,4
21538,36071,4
21538,44707,5
21538,26389,5
21538,40044,2
21538,48452,5
21538,28624,5
21538,27035,5
21538,26618,5
21538,48434,5
21538,46816,4
21538,30359,5
21538,27805,4
12301,40424,4
12301,25862,4
12301,34161,3
12301,28701,5
12301,26058,4
12301,45813,2
12301,48161,5
12301,34938,5
12301,49156,4
12301,45978,5
12301,46558,4
12301,27359,5
19840,46107,1
19840,30660,4
16549,48799,1
16549,48114,5
16549,44970,4
16549,47916,1
16549,40631,3
16549,45510,5
16549,49445,4
16549,27024,2
16549,38553,3
16549,46596,5
16549,44858,3
16549,34476,5
12573,38599,2
12573,49247,2
19990,31080,5
19990,27268,4
24659,39354,4
24978,44258,1
24978,42866,2
24978,34855,3
24978,39162,1
24978,25916,2
24978,43983,5
24978,34765,2
24978,36472,3
24978,38855,3
24978,33139,3
24978,30352,2
24978,37837,5
22671,48564,4
22671,48966,4
22671,47324,1
22671,29568,3
22671,49591,3
22671,49212,2
22671,30108,4
22671,31229,1
22671,44946,1
22671,31106,5
22671,43011,1
22671,25656,4
22130,44036,1
22130,30961,1
22130,37018,4
22130,49215,4
22130,33869,4
22130,40679,5
22130,30556,4
22130,31303,4
22130,27889,2
22130,37683,1
22130,31125,2
10445,38599,1
10445,49247,4
21243,27099,5
21243,30264,5
21243,31199,2
21243,41481,2
21243,39605,2
21243,38608,4
11338,34778,5
11338,40293,2
11338,46395,3
10282,47200,3
10282,40080,1
17232,38211,2
20029,48190,5
13789,30356,4
12981,28802,2
21300,31080,4
21300,27268,4
12417,47336,1
12417,30629,4
12417,47851,2
12417,37479,3
12417,37485,3
12417,39363,5
12417,33395,4
12417,34281,3
12417,25958,1
12417,42112,3
12417,29004,5
12417,27598,3
16631,49442,4
16631,34552,4
16631,46906,4
16631,31449,4
16631,27439,4
16631,49003,5
16631,32371,1
16631,40190,3
16631,34616,4
16631,26275,2
16631,33711,3
16631,32548,4
15827,35492,2
12420,27099,1
12420,30264,4
12420,31199,3
12420,41481,4
12420,39605,5
12420,38608,5
17350,43750,3
17350,36317,4
17350,40796,2
17350,46179,5
17350,45907,5
17350,32231,4
17350,29312,4
17350,31318,5
18467,41388,4
18467,32429,5
15662,35492,3
14745,31406,3
14745,42370,3
14745,47662,4
14745,25147,1
14745,40011,4
14745,46888,2
14745,35259,4
14745,47790,4
14745,33733,5
14745,49493,2
14745,38168,4
14745,25304,4
16321,27280,5
16321,37140,1
13892,44342,3
13892,32678,2
13892,43336,3
13892,49682,2
13892,26923,2
13892,48307,1
13892,33109,4
13892,42161,2
13892,29222,5
13892,35371,5
13892,30115,5
13892,35670,2
10257,35492,3
15448,34155,1
20176,40807,5
20176,35976,5
14985,36071,4
14985,44707,4
14985,26389,1
14985,40044,2
14985,48452,4
14985,28624,2
14985,27035,1
14985,26618,1
14985,48434,2
14985,46816,1
14985,30359,4
14985,27805,2
20988,34778,4
20988,40293,1
20988,46395,1
11284,34121,5
11284,36207,4
11284,25837,5
11284,33680,5
22088,34155,3
15754,41465,5
15754,30446,4
15754,30432,4
15754,31098,1
15754,48617,4
15754,35208,1
15754,39509,5
15754,32226,1
15754,45309,2
15754,36636,1
15754,27129,5
15754,45287,4
18189,34808,1
18189,36153,3
18189,38808,3
18189,33811,5
18189,25023,4
18189,46131,4
18189,38183,2
18189,31567,1
18189,35983,3
18189,45516,2
18189,34743,4
18189,28764,4
11983,31451,1
11983,47130,3
11983,46802,4
11983,31448,3
11983,43115,2
11983,47312,2
11983,29266,1
11983,30831,1
11983,38375,4
11983,31808,3
11983,38477,3
11983,44216,5
11108,46107,2
11108,30660,4
17517,48836,5
17242,34778,1
17242,40293,5
17242,46395,4
15234,28143,4
13330,40424,4
13330,25862,5
13330,34161,5
13330,28701,4
13330,26058,4
13330,45813,5
13330,48161,5
13330,34938,2
13330,49156,4
13330,45978,5
13330,46558,5
13330,27359,5
19569,39354,2
19029,30074,4
19029,47456,1
23765,31482,4
23765,39906,4
23765,30974,4
23765,27612,1
23765,43219,1
23765,48805,1
23765,27201,3
23765,26410,2
23765,25981,5
23765,38575,1
23765,41829,4
23765,35884,5
22626,36419,2
22626,43723,3
22626,47535,5
21879,43750,2
21879,36317,5
21879,40796,5
21879,46179,5
21879,45907,2
21879,32231,2
21879,29312,5
21879,31318,4
22917,36897,4
22917,25648,4
22917,44692,1
22917,31816,4
17246,46647,3
17246,34904,4
17246,28434,3
12696,31406,2
12696,42370,1
12696,47662,5
12696,25147,3
12696,40011,4
12696,46888,4
12696,35259,3
12696,47790,5
12696,33733,2
12696,49493,5
12696,38168,1
12696,25304,3
14554,34778,4
14554,40293,4
14554,46395,5
23132,31080,4
23132,27268,3
20444,48573,3
20444,37118,5
15172,43396,5
19070,48573,1
19070,37118,5
11483,44088,4
11483,48362,4
11483,25506,3
11483,33348,4
21742,40424,3
21742,25862,4
21742,34161,3
21742,28701,1
21742,26058,4
21742,45813,4
21742,48161,3
21742,34938,2
21742,49156,4
21742,45978,1
21742,46558,2
21742,27359,1
24405,48573,4
24405,37118,5
22886,27099,4
22886,30264,4
22886,31199,1
22886,41481,3
22886,39605,4
22886,38608,4
23866,27296,3
23866,29431,4
23866,31810,1
23884,36151,5
23884,28211,5
23884,39096,5
19061,44258,2
19061,42866,5
19061,34855,5
19061,39162,5
19061,25916,5
19061,43983,3
19061,34765,4
19061,36472,4
19061,38855,5
19061,33139,1
19061,30352,2
19061,37837,5
17542,31451,5
17542,47130,5
17542,46802,2
17542,31448,1
17542,43115,2
17542,47312,5
17542,29266,4
17542,30831,2
17542,38375,4
17542,31808,4
17542,38477,4
17542,44216,1
20987,44088,4
20987,48362,1
20987,25506,3
20987,33348,5
10561,35492,3
18290,39069,5
18290,31366,2
18290,32311,1
18290,32127,4
18290,37710,3
18290,42119,4
18290,45452,4
18290,40802,2
18290,40283,3
18290,42948,1
18290,27350,5
18290,38792,1
20997,44036,5
20997,30961,5
20997,37018,4
20997,49215,5
20997,33869,4
20997,40679,4
20997,30556,1
20997,31303,5
20997,27889,5
20997,37683,4
20997,31125,5
18205,36071,4
18205,44707,4
18205,26389,4
18205,40044,4
18205,48452,1
18205,28624,1
18205,27035,3
18205,26618,3
18205,48434,3
18205,46816,1
18205,30359,4
18205,27805,2
14983,25858,3
10117,39069,1
10117,31366,1
10117,32311,3
10117,32127,3
10117,37710,2
10117,42119,3
10117,45452,3
10117,40802,4
10117,40283,4
10117,42948,4
10117,27350,3
10117,38792,3
18107,48836,5
15395,48978,1
21662,30074,3
21662,47456,3
15167,31129,1
15167,37609,4
15167,36089,4
15167,48142,1
15167,47746,4
15167,36968,4
15167,43691,4
15167,28386,2
15167,37058,4
15167,33738,3
15167,34472,2
15167,48810,3
22530,43750,5
22530,36317,4
22530,40796,4
22530,46179,4
22530,45907,4
22530,32231,1
22530,29312,1
22530,31318,3
13284,48978,4
21316,34808,2
21316,36153,5
21316,38808,4
21316,33811,5
21316,25023,3
21316,46131,4
21316,38183,4
21316,31567,4
21316,35983,2
21316,45516,1
21316,34743,4
21316,28764,4
19021,25769,5
23212,44465,1
23212,27711,4
23212,30353,1
23212,39955,1
23212,34232,1
23212,27340,2
23212,27132,2
23212,37875,2
23212,35408,1
10036,44465,4
10036,27711,4
10036,30353,4
10036,39955,4
10036,34232,5
10036,27340,5
10036,27132,5
10036,37875,4
10036,35408,4
15973,43396,2
13207,27600,4
13207,28947,4
13207,25342,5
22151,31482,5
22151,39906,5
22151,30974,5
22151,27612,4
22151,43219,3
22151,48805,4
22151,27201,5
22151,26410,5
22151,25981,5
22151,38575,5
22151,41829,4
22151,35884,5
16420,41388,2
16420,32429,1
15549,47200,4
15549,40080,3
20267,43851,1
20267,46318,3
20267,39112,2
20267,33391,4
17818,39069,5
17818,31366,3
17818,32311,1
17818,32127,3
17818,37710,2
17818,42119,1
17818,45452,5
17818,40802,2
17818,40283,4
17818,42948,2
17818,27350,5
17818,38792,4
12325,31080,4
12325,27268,4
17166,41465,4
17166,30446,1
17166,30432,5
17166,31098,2
17166,48617,4
17166,35208,5
17166,39509,1
17166,32226,1
17166,45309,3
17166,36636,1
17166,27129,5
17166,45287,4
18545,25709,4
18545,35073,5
18545,36404,3
13554,31406,5
13554,42370,5
13554,47662,1
13554,25147,5
13554,40011,5
13554,46888,5
13554,35259,4
13554,47790,4
13554,33733,5
13554,49493,4
13554,38168,5
13554,25304,4
24261,48978,5
20145,27280,4
20145,37140,1
16077,46107,4
16077,30660,4
10544,38211,2
17429,48573,5
17429,37118,3
22136,38211,2
21439,39762,5
21439,47650,4
21439,30243,2
21439,42107,4
21439,47527,4
21439,30257,1
21439,26134,2
21439,46101,4
21439,45940,4
21439,49399,2
21439,49352,4
21439,42482,3
15721,43396,4
11344,35527,2
11344,41279,3
23066,48190,4
13111,31443,1
10744,34155,3
24969,41388,3
24969,32429,5
19928,28143,4
16806,34503,4
16806,47893,4
17347,42115,5
17347,47877,3
17347,49070,5
12976,35664,2
12976,34545,5
12976,26940,2
12976,41672,4
12976,35910,2
12976,47387,4
12976,37091,2
12976,29681,3
12976,31508,4
12976,27333,4
12976,28925,1
12976,41688,1
11062,31482,1
11062,39906,1
11062,30974,2
11062,27612,1
11062,43219,3
11062,48805,4
11062,27201,3
11062,26410,3
11062,25981,2
11062,38575,1
11062,41829,5
11062,35884,2
22771,39354,4
12105,25709,5
12105,35073,4
12105,36404,5
18761,43750,5
18761,36317,5
18761,40796,2
18761,46179,2
18761,45907,5
18761,32231,4
18761,29312,1
18761,31318,2
11749,48836,5
15203,30119,4
15203,40904,1
15203,30121,3
15203,32373,4
15203,45648,4
15203,49895,5
15203,29596,4
15203,26213,2
15203,26304,3
15203,33681,5
15203,36942,4
15203,43574,5
16359,48978,1
18970,44603,1
18970,25460,4
18970,26355,5
18970,49498,1
13970,44342,4
13970,32678,4
13970,43336,3
13970,49682,4
13970,26923,4
13970,48307,2
13970,33109,5
13970,42161,4
13970,29222,4
13970,35371,4
13970,30115,5
13970,35670,1
19056,37114,1
19056,39641,5
19056,26172,1
17371,25858,4
22802,34155,5
10460,33781,4
10460,36232,3
10460,41360,1
23565,28802,3
13000,29737,2
13000,25899,2
13000,33246,1
13000,43590,4
13000,45107,1
13000,29231,2
13000,43627,4
13000,32890,1
13000,49171,3
13000,34033,4
13000,32627,4
13000,25306,3
17921,49455,2
17921,32112,2
24173,46647,4
24173,34904,4
24173,28434,4
18531,46647,5
18531,34904,2
18531,28434,2
15465,27099,4
15465,30264,4
15465,31199,4
15465,41481,4
15465,39605,4
15465,38608,4
13676,28802,5
17369,40424,5
17369,25862,5
17369,34161,5
17369,28701,4
17369,26058,4
17369,45813,4
17369,48161,4
17369,34938,3
17369,49156,4
17369,45978,4
17369,46558,5
17369,27359,4
19325,43750,5
19325,36317,5
19325,40796,4
19325,46179,2
19325,45907,5
19325,32231,4
19325,29312,1
19325,31318,2
24375,48799,4
24375,48114,1
24375,44970,3
24375,47916,5
24375,40631,4
24375,45510,1
24375,49445,2
24375,27024,4
24375,38553,5
24375,46596,2
24375,44858,2
24375,34476,4
23340,25709,2
23340,35073,3
23340,36404,3
19121,35492,3
22630,37114,5
22630,39641,4
22630,26172,4
12549,43851,1
12549,46318,3
12549,39112,4
12549,33391,4
11829,31129,3
11829,37609,1
11829,36089,1
11829,48142,5
11829,47746,4
11829,36968,1
11829,43691,1
11829,28386,4
11829,37058,3
11829,33738,5
11829,34472,5
11829,48810,1
14731,46618,1
14731,36966,4
19396,43851,5
19396,46318,5
19396,39112,5
19396,33391,2
11383,40424,3
11383,25862,3
11383,34161,2
11383,28701,4
11383,26058,4
11383,45813,5
11383,48161,4
11383,34938,4
11383,49156,4
11383,45978,3
11383,46558,3
11383,27359,4
13648,36151,5
13648,28211,1
13648,39096,4
17751,30787,1
17751,46137,4
17751,46061,1
17751,32940,2
17751,36843,4
17751,36324,5
17751,49283,4
17751,25187,3
17751,43270,4
17751,39279,5
17751,33180,3
17751,29469,4
13954,48564,5
13954,48966,5
13954,47324,5
13954,29568,4
13954,49591,4
13954,49212,4
13954,30108,2
13954,31229,4
13954,44946,1
13954,31106,5
13954,43011,4
13954,25656,4
10041,41662,3
10041,48744,3
24267,36897,1
24267,25648,5
24267,44692,4
24267,31816,3
24522,40424,5
24522,25862,5
24522,34161,3
24522,28701,5
24522,26058,5
24522,45813,1
24522,48161,5
24522,34938,5
24522,49156,1
24522,45978,5
24522,46558,4
24522,27359,4
16981,35527,3
16981,41279,3
21280,27600,3
21280,28947,2
21280,25342,4
13149,48836,5
19279,36071,1
19279,44707,4
19279,26389,4
19279,40044,2
19279,48452,1
19279,28624,3
19279,27035,1
19279,26618,2
19279,48434,4
19279,46816,2
19279,30359,5
19279,27805,2
10579,41662,4
10579,48744,2
23580,44036,5
23580,30961,5
23580,37018,5
23580,49215,5
23580,33869,4
23580,40679,5
23580,30556,3
23580,31303,4
23580,27889,5
23580,37683,5
23580,31125,5
18670,44603,2
18670,25460,5
18670,26355,1
18670,49498,4
16094,29771,4
16094,49290,3
16094,34107,3
16094,49984,4
16094,34946,3
16094,37905,2
16094,34344,4
16094,46409,5
16094,40856,4
16094,30588,3
16094,35647,2
16094,47146,4
18694,36151,5
18694,28211,5
18694,39096,4
13534,30119,4
13534,40904,4
13534,30121,4
13534,32373,2
13534,45648,4
13534,49895,5
13534,29596,4
13534,26213,5
13534,26304,4
13534,33681,5
13534,36942,4
13534,43574,5
10546,31406,4
10546,42370,5
10546,47662,4
10546,25147,4
10546,40011,4
10546,46888,2
10546,35259,4
10546,47790,3
10546,33733,2
10546,49493,1
10546,38168,1
10546,25304,3
16684,35549,5
19163,30787,4
19163,46137,1
19163,46061,5
19163,32940,4
19163,36843,2
19163,36324,4
19163,49283,2
19163,25187,3
19163,43270,1
19163,39279,1
19163,33180,4
19163,29469,2
14273,48564,1
14273,48966,3
14273,47324,5
14273,29568,2
14273,49591,4
14273,49212,4
14273,30108,3
14273,31229,1
14273,44946,5
14273,31106,3
14273,43011,4
14273,25656,4
21197,46889,5
21197,26791,4
18222,25769,3
13345,28802,3
24096,30356,5
16964,31443,3
22752,25769,2
22500,44036,4
22500,30961,5
22500,37018,5
22500,49215,5
22500,33869,5
22500,40679,5
22500,30556,1
22500,31303,4
22500,27889,4
22500,37683,4
22500,31125,4
18452,36897,4
18452,25648,4
18452,44692,5
18452,31816,4
12025,30356,1
17258,38599,3
17258,49247,1
12652,34155,5
13259,35492,4
18777,46889,2
18777,26791,5
16466,49442,4
16466,34552,4
16466,46906,4
16466,31449,5
16466,27439,4
16466,49003,4
16466,32371,5
16466,40190,5
16466,34616,4
16466,26275,5
16466,33711,5
16466,32548,4
16972,42823,4
16972,36548,1
16972,31262,3
16972,30512,4
16972,38451,5
16972,41627,4
16972,36313,1
16972,36910,3
16972,34519,2
16972,26315,3
16972,36722,4
16972,28432,2
15504,48190,4
20923,30074,4
20923,47456,1
16779,29771,5
16779,49290,2
16779,34107,1
16779,49984,1
16779,34946,4
16779,37905,5
16779,34344,2
16779,46409,2
16779,40856,2
16779,30588,4
16779,35647,5
16779,47146,3
10752,34808,2
10752,36153,4
10752,38808,4
10752,33811,3
10752,25023,2
10752,46131,4
10752,38183,4
10752,31567,1
10752,35983,5
10752,45516,4
10752,34743,4
10752,28764,4
16538,27280,2
16538,37140,4
17779,41388,1
17779,32429,1
17876,48799,1
17876,48114,2
17876,44970,1
17876,47916,5
17876,40631,2
17876,45510,2
17876,49445,2
17876,27024,2
17876,38553,5
17876,46596,2
17876,44858,2
17876,34476,4
16084,29771,4
16084,49290,5
16084,34107,5
16084,49984,4
16084,34946,3
16084,37905,3
16084,34344,1
16084,46409,4
16084,40856,2
16084,30588,4
16084,35647,3
16084,47146,3
15732,34778,4
15732,40293,5
15732,46395,5
19242,41465,1
19242,30446,3
19242,30432,4
19242,31098,2
19242,48617,4
19242,35208,4
19242,39509,4
19242,32226,3
19242,45309,3
19242,36636,3
19242,27129,2
19242,45287,4
15828,48573,4
15828,37118,2
17354,38599,5
17354,49247,5
22855,28802,4
13989,49455,4
13989,32112,4
22042,29737,1
22042,25899,3
22042,33246,4
22042,43590,4
22042,45107,4
22042,29231,1
22042,43627,3
22042,32890,4
22042,49171,4
22042,34033,4
22042,32627,4
22042,25306,2
22343,28802,4
22955,49455,5
22955,32112,3
15359,27099,5
15359,30264,1
15359,31199,5
15359,41481,4
15359,39605,3
15359,38608,2
14761,46647,5
14761,34904,5
14761,28434,4
11646,43851,4
11646,46318,5
11646,39112,5
11646,33391,5
23285,30119,5
23285,40904,4
23285,30121,5
23285,32373,3
23285,45648,4
23285,49895,4
23285,29596,5
23285,26213,5
23285,26304,4
23285,33681,4
23285,36942,5
23285,43574,4
10049,29771,3
10049,49290,5
10049,34107,5
10049,49984,5
10049,34946,4
10049,37905,1
10049,34344,3
10049,46409,3
10049,40856,1
10049,30588,4
10049,35647,1
10049,47146,4
